0;0;0;0;0;0;0;0;0;0;
2.59743881;2.60250974;0;0.00253554457;2.60250974;2.59743881;0.00253554457;0;0.00253554457;2.59997416;
5.17981911;5.2193737;0;0.0197773725;5.2193737;5.17981911;0.0197773725;0;0.0197773725;5.19959641;
7.73292112;7.86305428;0;0.0650665388;7.86305428;7.73292112;0.0650665388;0;0.0650665388;7.79798746;
10.2434235;10.5440493;0;0.150312707;10.5440493;10.2434235;0.150312707;0;0.150312707;10.3937368;
12.6988869;13.2710009;0;0.286056846;13.2710009;12.6988869;0.286056846;0;0.286056846;12.9849434;
15.0877304;16.0507965;0;0.481532902;16.0507965;15.0877304;0.481532902;0;0.481532902;15.5692635;
17.3992176;18.8886719;0;0.744728088;18.8886719;17.3992176;0.744728088;0;0.744728088;18.1439438;
19.6234322;21.7883167;0;1.08244228;21.7883167;19.6234322;1.08244228;0;1.08244228;20.7058735;
21.7512665;24.7519608;0;1.50034654;24.7519608;21.7512665;1.50034654;0;1.50034654;23.2516136;
23.7743988;27.7804775;0;2.00303984;27.7804775;23.7743988;2.00303984;0;2.00303984;25.7774391;
25.685276;30.8734856;0;2.59410524;30.8734856;25.685276;2.59410524;0;2.59410524;28.2793808;
27.4770851;34.0294113;0;3.27616405;34.0294113;27.4770851;3.27616405;0;3.27616405;30.7532501;
29.1437569;37.2456169;0;4.0509305;37.2456169;29.1437569;4.0509305;0;4.0509305;33.1946869;
30.6799221;40.5184555;0;4.91926622;40.5184555;30.6799221;4.91926622;0;4.91926622;35.5991898;
32.0809097;43.8433609;0;5.8812232;43.8433609;32.0809097;5.8812232;0;5.8812232;37.9621353;
33.3427277;47.2149467;0;6.93611002;47.2149467;33.3427277;6.93611002;0;6.93611002;40.2788353;
34.4620209;50.6270676;0;8.08252239;50.6270676;34.4620209;8.08252239;0;8.08252239;42.5445404;
35.4360924;54.0728989;0;9.31840324;54.0728989;35.4360924;9.31840324;0;9.31840324;44.7544937;
36.2628479;57.5450325;0;10.6410933;57.5450325;36.2628479;10.6410933;0;10.6410933;46.9039421;
36.9408035;61.0355148;0;12.0473576;61.0355148;36.9408035;12.0473576;0;12.0473576;48.9881554;
37.4690399;64.5359573;0;13.5334587;64.5359573;37.4690399;13.5334587;0;13.5334587;51.0024948;
37.8472176;68.0375595;0;15.09517;68.0375595;37.8472176;15.09517;0;15.09517;52.9423866;
71.5312042;38.075531;38.075531;16.7278404;71.5312042;16.7278404;16.7278404;0;16.7278404;16.7278404;
75.0075531;38.1546974;38.1546974;18.4264297;75.0075531;18.4264297;18.4264297;0;18.4264297;18.4264297;
78.4570312;38.0859375;38.0859375;20.1855469;78.4570312;20.1855469;20.1855469;0;20.1855469;20.1855469;
81.8699341;37.8709679;37.8709679;21.9994812;81.8699341;21.9994812;21.9994812;0;21.9994812;21.9994812;
85.2364883;37.5119705;37.5119705;23.862257;85.2364883;23.862257;23.862257;0;23.862257;23.862257;
88.5469131;37.0115662;37.0115662;25.7676735;88.5469131;25.7676735;25.7676735;0;25.7676735;25.7676735;
