25.6221161;84.928772;111.728966;130.846436;27.0417576;6.43061543;51.4803009;143.925079;144.629684;
0.0031206701;3.19996834;3.19684768;3.19996834;0;3.19996834;3.19684768;3.19996834;3.19684768;
0.0243413821;6.39950323;6.37516212;6.39950323;0;6.39950323;6.37516212;6.39950323;6.37516212;
0.080081895;9.59752274;9.51744175;9.59752274;0;9.59752274;9.51744175;9.59752274;9.51744175;
0.185000271;12.7922916;12.6072903;12.7922916;0;12.7922916;12.6072903;12.7922916;12.6072903;
0.352069974;15.9814692;15.6293983;15.9814692;0;15.9814692;15.6293983;15.9814692;15.6293983;
0.592655897;19.1621704;18.5695152;19.1621704;0;19.1621704;18.5695152;19.1621704;18.5695152;
0.916588366;22.3310089;21.4144211;22.3310089;0;22.3310089;21.4144211;22.3310089;21.4144211;
1.33223665;25.4841518;24.1519165;25.4841518;0;25.4841518;24.1519165;25.4841518;24.1519165;
1.84658039;28.6173706;26.7707901;28.6173706;0;28.6173706;26.7707901;28.6173706;26.7707901;
2.46527958;31.726078;29.2607975;31.726078;0;31.726078;29.2607975;31.726078;29.2607975;
3.19274473;34.8053894;31.6126461;34.8053894;0;34.8053894;31.6126461;34.8053894;31.6126461;
4.03220177;37.8501549;33.8179512;37.8501549;0;37.8501549;33.8179512;37.8501549;33.8179512;
4.98576069;40.8549957;35.8692398;40.8549957;0;40.8549957;35.8692398;40.8549957;35.8692398;
6.05448151;43.8143883;37.759903;43.8143883;0;43.8143883;37.759903;43.8143883;37.759903;
7.23842859;46.7226257;39.4841995;46.7226257;0;46.7226257;39.4841995;46.7226257;39.4841995;
8.53675079;49.5739517;41.0372009;49.5739517;0;49.5739517;41.0372009;49.5739517;41.0372009;
9.94772053;52.3625145;42.4147949;52.3625145;0;52.3625145;42.4147949;52.3625145;42.4147949;
11.4688034;55.0824547;43.6136551;55.0824547;0;55.0824547;43.6136551;55.0824547;43.6136551;
13.0967312;57.7279282;44.6311951;57.7279282;0;57.7279282;44.6311951;57.7279282;44.6311951;
14.8275175;60.2931175;45.4656029;60.2931175;0;60.2931175;45.4656029;60.2931175;45.4656029;
16.6565647;62.7723007;46.1157417;62.7723007;0;62.7723007;46.1157417;62.7723007;46.1157417;
18.5786705;65.1598587;46.581192;65.1598587;0;65.1598587;46.581192;65.1598587;46.581192;
20.5881119;67.4503021;46.8621902;67.4503021;0;67.4503021;46.8621902;67.4503021;46.8621902;
22.6786823;69.6383057;46.9596291;69.6383057;0;69.6383057;46.9596291;69.6383057;46.9596291;
24.84375;71.71875;46.875;71.71875;0;71.71875;46.875;71.71875;46.875;
27.0762844;73.6867065;46.6104202;73.6867065;0;73.6867065;46.6104202;73.6867065;46.6104202;
29.3689327;75.5375137;46.1685791;75.5375137;0;75.5375137;46.1685791;75.5375137;46.1685791;
31.7140598;77.2667542;45.5526962;77.2667542;0;77.2667542;45.5526962;77.2667542;45.5526962;
34.1037483;78.8703003;44.7665482;78.8703003;0;78.8703003;44.7665482;78.8703003;44.7665482;
36.5299149;80.3443146;43.8144073;80.3443146;0;80.3443146;43.8144073;80.3443146;43.8144073;
38.9843025;81.685318;42.7010117;81.685318;0;81.685318;42.7010117;81.685318;42.7010117;
41.4585152;82.8901062;41.4315948;82.8901062;0;82.8901062;41.4315948;82.8901062;41.4315948;
43.9440765;83.9559021;40.0118217;83.9559021;0;83.9559021;40.0118217;83.9559021;40.0118217;
46.4324989;84.8802261;38.4477234;84.8802261;0;84.8802261;38.4477234;84.8802261;38.4477234;
48.9152298;85.661026;36.7457962;85.661026;0;85.661026;36.7457962;85.661026;36.7457962;
51.3837624;86.2966232;34.9128647;86.2966232;0;86.2966232;34.9128647;86.2966232;34.9128647;
53.8296661;86.7857513;32.9560852;86.7857513;0;86.7857513;32.9560852;86.7857513;32.9560852;
56.2445526;87.127533;30.8829784;87.127533;0;87.127533;30.8829784;87.127533;30.8829784;
58.6201859;87.3215179;28.701334;87.3215179;0;87.3215179;28.701334;87.3215179;28.701334;
60.9484711;87.367691;26.4192104;87.367691;0;87.367691;26.4192104;87.367691;26.4192104;
63.2214928;87.2664261;24.0449333;87.2664261;0;87.2664261;24.0449333;87.2664261;24.0449333;
65.4314957;87.0185776;21.5870857;87.0185776;0;87.0185776;21.5870857;87.0185776;21.5870857;
67.5709839;86.6254044;19.0544224;86.6254044;0;86.6254044;19.0544224;86.6254044;19.0544224;
69.6326981;86.0886002;16.4558983;86.0886002;0;86.0886002;16.4558983;86.0886002;16.4558983;
71.6096649;85.4102707;13.8006115;85.4102707;0;85.4102707;13.8006115;85.4102707;13.8006115;
73.4951859;84.5929871;11.0978031;84.5929871;0;84.5929871;11.0978031;84.5929871;11.0978031;
75.2828598;83.6397171;8.3568573;83.6397171;0;83.6397171;8.3568573;83.6397171;8.3568573;
76.9666443;82.5538635;5.58720589;82.5538635;0;82.5538635;5.58720589;82.5538635;5.58720589;
78.5408096;81.3392181;2.79840469;81.3392181;0;81.3392181;2.79840469;81.3392181;2.79840469;
80;80;0;80;0;80;0;80;0;
81.3391953;78.5408325;2.79836655;78.5408325;0;78.5408325;2.79836655;78.5408325;2.79836655;
22.4281158;67.2701492;131.105637;151.600281;0.370784074;56.7160568;1.0022254;76.5923462;15.5797911;
111.10408;101.947319;34.90168;154.92215;22.1373253;116.749023;5.87825584;47.3202057;94.3269806;
76.1528168;13.8475237;98.8252411;118.793518;21.6627655;85.537384;70.5928955;95.3118896;79.6746216;
85.4102783;71.6096573;13.800621;71.6096573;0;71.6096573;13.800621;71.6096573;13.800621;
86.0885925;69.6326904;16.4558983;69.6326904;0;69.6326904;16.4558983;69.6326904;16.4558983;
86.625412;67.570961;19.054451;67.570961;0;67.570961;19.054451;67.570961;19.054451;
87.0185699;65.4315033;21.5870667;65.4315033;0;65.4315033;21.5870667;65.4315033;21.5870667;
87.2664261;63.2214928;24.0449333;63.2214928;0;63.2214928;24.0449333;63.2214928;24.0449333;
87.367691;60.9484673;26.41922;60.9484673;0;60.9484673;26.41922;60.9484673;26.41922;
87.3215103;58.6202049;28.7013054;58.6202049;0;58.6202049;28.7013054;58.6202049;28.7013054;
87.127533;56.244545;30.882988;56.244545;0;56.244545;30.882988;56.244545;30.882988;
86.7857437;53.8296814;32.9560661;53.8296814;0;53.8296814;32.9560661;53.8296814;32.9560661;
86.2966461;51.3837509;34.9128914;51.3837509;0;51.3837509;34.9128914;51.3837509;34.9128914;
85.661026;48.9152527;36.7457771;48.9152527;0;48.9152527;36.7457771;48.9152527;36.7457771;
84.8802261;46.4325142;38.4477043;46.4325142;0;46.4325142;38.4477043;46.4325142;38.4477043;
83.9559021;43.9440918;40.0118065;43.9440918;0;43.9440918;40.0118065;43.9440918;40.0118065;
82.8901215;41.4584923;41.4316177;41.4584923;0;41.4584923;41.4316177;41.4584923;41.4316177;
81.6852951;38.9843369;42.7009583;38.9843369;0;38.9843369;42.7009583;38.9843369;42.7009583;
80.3443222;36.5299225;43.8144112;36.5299225;0;36.5299225;43.8144112;36.5299225;43.8144112;
78.8703079;34.1037369;44.7665787;34.1037369;0;34.1037369;44.7665787;34.1037369;44.7665787;
77.2667542;31.714077;45.5526733;31.714077;0;31.714077;45.5526733;31.714077;45.5526733;
75.5375061;29.3689919;46.1685181;29.3689919;0;29.3689919;46.1685181;29.3689919;46.1685181;
73.6867218;27.0762444;46.6104698;27.0762444;0;27.0762444;46.6104698;27.0762444;46.6104698;
71.71875;24.84375;46.875;24.84375;0;24.84375;46.875;24.84375;46.875;
69.6383057;22.6786995;46.95961;22.6786995;0;22.6786995;46.95961;22.6786995;46.95961;
67.4503021;20.588131;46.8621826;20.588131;0;20.588131;46.8621826;20.588131;46.8621826;
65.1598663;18.5786819;46.581192;18.5786819;0;18.5786819;46.581192;18.5786819;46.581192;
62.7722969;16.6566277;46.1156654;16.6566277;0;16.6566277;46.1156654;16.6566277;46.1156654;
60.2931252;14.8275375;45.4655838;14.8275375;0;14.8275375;45.4655838;14.8275375;45.4655838;
57.7279282;13.0967331;44.6311951;13.0967331;0;13.0967331;44.6311951;13.0967331;44.6311951;
55.0824547;11.4688301;43.6136246;11.4688301;0;11.4688301;43.6136246;11.4688301;43.6136246;
52.3625259;9.94768143;42.4148369;9.94768143;0;9.94768143;42.4148369;9.94768143;42.4148369;
49.5739594;8.53673935;41.0372162;8.53673935;0;8.53673935;41.0372162;8.53673935;41.0372162;
46.7226715;7.23827362;39.4843864;7.23827362;0;7.23827362;39.4843864;7.23827362;39.4843864;
43.8144112;6.05442047;37.7599907;6.05442047;0;6.05442047;37.7599907;6.05442047;37.7599907;
40.8549919;4.98580933;35.8691788;4.98580933;0;4.98580933;35.8691788;4.98580933;35.8691788;
37.8501472;4.03226852;33.8178825;4.03226852;0;4.03226852;33.8178825;4.03226852;33.8178825;
34.805397;3.19271088;31.6126823;3.19271088;0;3.19271088;31.6126823;3.19271088;31.6126823;
31.7260761;2.46538162;29.2606926;2.46538162;0;2.46538162;29.2606926;2.46538162;29.2606926;
28.6173916;1.84648514;26.770916;1.84648514;0;1.84648514;26.770916;1.84648514;26.770916;
25.4841709;1.33218765;24.1519928;1.33218765;0;1.33218765;24.1519928;1.33218765;24.1519928;
22.331007;0.916614532;21.4143944;0.916614532;0;0.916614532;21.4143944;0.916614532;21.4143944;
19.1621571;0.592880249;18.5692787;0.592880249;0;0.592880249;18.5692787;0.592880249;18.5692787;
15.981473;0.352077484;15.6293869;0.352077484;0;0.352077484;15.6293869;0.352077484;15.6293869;
12.7923031;0.184879303;12.6074219;0.184879303;0;0.184879303;12.6074219;0.184879303;12.6074219;
