0;0;0;0;0;0;0;0;0;0;
2.60250974;2.60250974;2.60250974;2.60250974;2.60250974;0.00253554457;2.59997416;2.59997416;2.59743881;2.60250974;
5.2193737;5.2193737;5.2193737;5.2193737;5.2193737;0.0197773725;5.19959641;5.19959641;5.17981911;5.2193737;
7.86305428;7.86305428;7.86305428;7.86305428;7.86305428;0.0650665388;7.79798746;7.79798746;7.73292112;7.86305428;
10.5440493;10.5440493;10.5440493;10.5440493;10.5440493;0.150312707;10.3937368;10.3937368;10.2434235;10.5440493;
13.2710009;13.2710009;13.2710009;13.2710009;13.2710009;0.286056846;12.9849434;12.9849434;12.6988869;13.2710009;
16.0507965;16.0507965;16.0507965;16.0507965;16.0507965;0.481532902;15.5692635;15.5692635;15.0877304;16.0507965;
18.8886719;18.8886719;18.8886719;18.8886719;18.8886719;0.744728088;18.1439438;18.1439438;17.3992176;18.8886719;
21.7883167;21.7883167;21.7883167;21.7883167;21.7883167;1.08244228;20.7058735;20.7058735;19.6234322;21.7883167;
24.7519608;24.7519608;24.7519608;24.7519608;24.7519608;1.50034654;23.2516136;23.2516136;21.7512665;24.7519608;
27.7804775;27.7804775;27.7804775;27.7804775;27.7804775;2.00303984;25.7774391;25.7774391;23.7743988;27.7804775;
30.8734856;30.8734856;30.8734856;30.8734856;30.8734856;2.59410524;28.2793808;28.2793808;25.685276;30.8734856;
34.0294113;34.0294113;34.0294113;34.0294113;34.0294113;3.27616405;30.7532501;30.7532501;27.4770851;34.0294113;
37.2456169;37.2456169;37.2456169;37.2456169;37.2456169;4.0509305;33.1946869;33.1946869;29.1437569;37.2456169;
40.5184555;40.5184555;40.5184555;40.5184555;40.5184555;4.91926622;35.5991898;35.5991898;30.6799221;40.5184555;
43.8433609;43.8433609;43.8433609;43.8433609;43.8433609;5.8812232;37.9621353;37.9621353;32.0809097;43.8433609;
47.2149467;47.2149467;47.2149467;47.2149467;47.2149467;6.93611002;40.2788353;40.2788353;33.3427277;47.2149467;
50.6270676;50.6270676;50.6270676;50.6270676;50.6270676;8.08252239;42.5445404;42.5445404;34.4620209;50.6270676;
54.0728989;54.0728989;54.0728989;54.0728989;54.0728989;9.31840324;44.7544937;44.7544937;35.4360924;54.0728989;
57.5450325;57.5450325;57.5450325;57.5450325;57.5450325;10.6410933;46.9039421;46.9039421;36.2628479;57.5450325;
61.0355148;61.0355148;61.0355148;61.0355148;61.0355148;12.0473576;48.9881554;48.9881554;36.9408035;61.0355148;
64.5359573;64.5359573;64.5359573;64.5359573;64.5359573;13.5334587;51.0024948;51.0024948;37.4690399;64.5359573;
68.0375595;68.0375595;68.0375595;68.0375595;68.0375595;15.09517;52.9423866;52.9423866;37.8472176;68.0375595;
71.5312042;71.5312042;71.5312042;71.5312042;71.5312042;16.7278404;54.8033676;54.8033676;38.075531;71.5312042;
75.0075531;75.0075531;75.0075531;75.0075531;75.0075531;18.4264297;56.5811272;56.5811272;38.1546974;75.0075531;
78.4570312;78.4570312;78.4570312;78.4570312;78.4570312;20.1855469;58.2714844;58.2714844;38.0859375;78.4570312;
81.8699341;81.8699341;81.8699341;81.8699341;81.8699341;21.9994812;59.8704529;59.8704529;37.8709679;81.8699341;
85.2364883;85.2364883;85.2364883;85.2364883;85.2364883;23.862257;61.3742294;61.3742294;37.5119705;85.2364883;
88.5469131;88.5469131;88.5469131;88.5469131;88.5469131;25.7676735;62.7792397;62.7792397;37.0115662;88.5469131;
91.79142;91.79142;91.79142;91.79142;91.79142;27.7092953;64.0821152;64.0821152;36.3728218;91.79142;
94.9603195;94.9603195;94.9603195;94.9603195;94.9603195;29.6805534;65.2797546;65.2797546;35.599205;94.9603195;
98.0440598;98.0440598;98.0440598;98.0440598;98.0440598;31.6747475;66.3693161;66.3693161;34.6945724;98.0440598;
101.033257;101.033257;101.033257;101.033257;101.033257;33.6850433;67.3482132;67.3482132;33.6631699;101.033257;
103.918724;103.918724;103.918724;103.918724;103.918724;35.7045631;68.2141647;68.2141647;32.5096054;103.918724;
106.691597;106.691597;106.691597;106.691597;106.691597;37.7264061;68.9651871;68.9651871;31.2387753;106.691597;
109.343208;109.343208;109.343208;109.343208;109.343208;39.7436218;69.5995865;69.5995865;29.8559589;109.343208;
111.865326;111.865326;111.865326;111.865326;111.865326;41.7493057;70.1160049;70.1160049;28.3667011;111.865326;
114.250023;114.250023;114.250023;114.250023;114.250023;43.7366028;70.5134277;70.5134277;26.7768192;114.250023;
116.489822;116.489822;116.489822;116.489822;116.489822;45.6987;70.7911224;70.7911224;25.0924206;116.489822;
118.577637;118.577637;118.577637;118.577637;118.577637;47.6289024;70.9487381;70.9487381;23.3198338;118.577637;
120.506874;120.506874;120.506874;120.506874;120.506874;49.5206337;70.9862442;70.9862442;21.4656086;120.506874;
122.271431;122.271431;122.271431;122.271431;122.271431;51.3674622;70.9039688;70.9039688;19.5365086;122.271431;
123.865677;123.865677;123.865677;123.865677;123.865677;53.1630898;70.7025909;70.7025909;17.5395069;123.865677;
125.284554;125.284554;125.284554;125.284554;125.284554;54.9014244;70.3831406;70.3831406;15.4817181;125.284554;
126.523552;126.523552;126.523552;126.523552;126.523552;56.5765648;69.946991;69.946991;13.3704176;126.523552;
127.578697;127.578697;127.578697;127.578697;127.578697;58.1828537;69.3958435;69.3958435;11.2129965;127.578697;
128.44664;128.44664;128.44664;128.44664;128.44664;59.7148399;68.7318039;68.7318039;9.01696491;128.44664;
129.124603;129.124603;129.124603;129.124603;129.124603;61.1673241;67.9572678;67.9572678;6.78994656;129.124603;
